          4.0000000  2.222222E-002
          8.0000000  1.666667E-002
         12.0000000  2.111111E-002
         16.0000000  1.666667E-002
         20.0000000  2.000000E-002
         24.0000000  2.000000E-002
         28.0000000  2.111111E-002
         32.0000000  2.222222E-002
         36.0000000  2.222222E-002
         40.0000000  2.222222E-002
         44.0000000  2.277778E-002
         48.0000000  2.333333E-002
         52.0000000  2.444445E-002
         56.0000000  2.777778E-002
         60.0000000  3.000000E-002
         64.0000000  3.222222E-002
         68.0000000  3.333334E-002
         72.0000000  3.333334E-002
         76.0000000  3.388889E-002
         80.0000000  3.500000E-002
         84.0000000  3.611111E-002
         88.0000000  3.777778E-002
         92.0000000  3.888889E-002
         96.0000000  3.888889E-002
        100.0000000  4.000000E-002
        104.0000000  4.166667E-002
        108.0000000  4.333334E-002
        112.0000000  4.444445E-002
        116.0000000  4.444445E-002
        120.0000000  4.444445E-002
        124.0000000  4.555555E-002
        128.0000000  4.555555E-002
        132.0000000  4.555555E-002
        136.0000000  4.888889E-002
        140.0000000  5.111111E-002
        144.0000000  5.388889E-002
        148.0000000  5.555556E-002
        152.0000000  5.666666E-002
        156.0000000  6.666667E-002
        160.0000000  6.777778E-002
        164.0000000  7.555556E-002
        168.0000000  8.000000E-002
        172.0000000  8.888889E-002
        176.0000000  9.000000E-002
        180.0000000  1.000000E-001
        184.0000000  1.022222E-001
        188.0000000  1.088889E-001
        192.0000000  1.111111E-001
        196.0000000  1.166667E-001
        200.0000000  1.211111E-001
        204.0000000  1.222222E-001
        208.0000000  1.233333E-001
        212.0000000  1.244444E-001
        216.0000000  1.266667E-001
        220.0000000  1.255556E-001
        224.0000000  1.233333E-001
        228.0000000  1.233333E-001
        232.0000000  1.222222E-001
        236.0000000  1.222222E-001
        240.0000000  1.211111E-001
        244.0000000  1.188889E-001
        248.0000000  1.122222E-001
        252.0000000  1.100000E-001
        256.0000000  1.066667E-001
        260.0000000  1.033333E-001
        264.0000000  1.011111E-001
        268.0000000  1.000000E-001
        272.0000000  9.777778E-002
        276.0000000  9.111111E-002
        280.0000000  8.888889E-002
        284.0000000  8.777778E-002
        288.0000000  8.333334E-002
        292.0000000  7.888889E-002
        296.0000000  7.777778E-002
        300.0000000  7.666667E-002
        304.0000000  7.111111E-002
        308.0000000  6.777778E-002
        312.0000000  6.666667E-002
        316.0000000  6.555556E-002
        320.0000000  6.555556E-002
        324.0000000  6.444445E-002
        328.0000000  6.222222E-002
        332.0000000  5.888889E-002
        336.0000000  5.777778E-002
        340.0000000  5.777778E-002
        344.0000000  5.666666E-002
        348.0000000  5.611111E-002
        352.0000000  5.555556E-002
        356.0000000  5.555556E-002
        360.0000000  5.555556E-002
        364.0000000  5.555556E-002
        368.0000000  5.555556E-002
        372.0000000  5.444445E-002
        376.0000000  5.444445E-002
        380.0000000  5.444445E-002
        384.0000000  5.444445E-002
        388.0000000  5.444445E-002
        392.0000000  5.444445E-002
        396.0000000  5.444445E-002
        400.0000000  5.222222E-002
        404.0000000  5.222222E-002
        408.0000000  5.111111E-002
        412.0000000  5.000000E-002
        416.0000000  5.000000E-002
        420.0000000  4.888889E-002
